locations_id,directions_id,measured_from,measured_to,value
camea-BC_KA-KMML,camea-BC_KA-ML,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-ZL,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,
camea-BC_PT-ZOVO,camea-BC_PT-VO,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-KM,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-HL,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,
camea-BC_SU-KRKA,camea-SU-KA,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-ST,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,
camea-BC_SU-KRKA,camea-SU-KR,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-CE,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2019-12-31T23:30:00.000Z,2019-12-31T23:35:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-ND,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-KM,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_AT-STLA,camea-BC_AT-LA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-ZL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_PT-ZOVO,camea-BC_PT-VO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_AT-STLA,camea-BC_AT-ST,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-ML,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,1
camea-BC_HZ-CE,camea-BC_HZ-CE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-HL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_KA-KMML,camea-BC_KA-KM,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,1
camea-BC_SH-SEKU,camea-BC_SH-SE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-KU,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_RN-JK,camea-RN-JO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PM-MHJA,camea-PM-MH,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_ST-RABA,camea-ST-BA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PM-MHJA,camea-PM-JA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-KT,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_PN-VYBR2,camea-PN-VY,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_RN-JK,camea-RN-KA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_TL-TRHO,camea-TL-TR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PP-ROJP,camea-LO_PP-JP,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-UP,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-HR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PP-ROJP,camea-BC_PP-RO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-KO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-ST,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-BR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_ST-RABA,camea-ST-RA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-BO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-KL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-OT,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_TL-TRHO,camea-TL-HO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-MO,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-PL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-PR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-LI,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PN,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_PN-VYBR,camea-PN-VY,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_CB-CHTU,camea-LO_CB-TU,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-VI,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_PN-VYBR,camea-PN-BR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-PV,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-NP,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-WI,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,1
camea-BC_VS-CE,camea-BC_VS-CE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-RA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-AR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-PR,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-LE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PC,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,
camea-BC_NM-CEKV,camea-BC_NM-KV,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_NS-PAVL,camea-BC_NS-PA,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_CB-CHTU,camea-BC_CB-CH,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_NM-CEKV,camea-BC_NM-CE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,1
camea-BC_DS-KJVL,camea-BC_DS-VL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,1
camea-BC_DS-KJVL,camea-BC_DS-KJ,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-ZB,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VR-ST,camea-VR-VY,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_NS-PAVL,camea-LO_NS-VL,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VR-ST,camea-VR-ST,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-UE,2019-12-31T23:35:00.000Z,2019-12-31T23:40:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-WI,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,1
camea-BC_MB-PRVI,camea-BC_MB-VI,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VR-ST,camea-VR-VY,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_NM-CEKV,camea-BC_NM-KV,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_NS-PAVL,camea-LO_NS-VL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PC,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_VR-ST,camea-VR-ST,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_CB-CHTU,camea-LO_CB-TU,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-PR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-KU,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PN,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_VF-ARUE,camea-BC_VF-UE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-KJ,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-PV,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-AR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PN-VYBR,camea-PN-VY,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-VL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VS-CE,camea-BC_VS-CE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-PR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_NS-PAVL,camea-BC_NS-PA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PN-VYBR,camea-PN-BR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_CB-CHTU,camea-BC_CB-CH,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_NM-CEKV,camea-BC_NM-CE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-LE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-ZB,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-RA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_TL-TRHO,camea-TL-TR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-LI,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-NP,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-KM,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-ST,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_RN-JK,camea-RN-JO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-KM,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-ML,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_HZ-CE,camea-BC_HZ-CE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-HL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-VO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_BS-BMZL,camea-BC_BS-ZL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_SU-KRKA,camea-SU-KR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_RN-JK,camea-RN-KA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-LA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_SU-KRKA,camea-SU-KA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-ND,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-SE,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PP-ROJP,camea-BC_PP-RO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-PL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PP-ROJP,camea-LO_PP-JP,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_ST-RABA,camea-ST-RA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_ST-RABA,camea-ST-BA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-OT,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_ZA-KLBO,camea-BC_ZA-KL,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-BR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PM-MHJA,camea-PM-MH,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-ST,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-HR,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-UP,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_TL-TRHO,camea-TL-HO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-KT,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,
camea-BC_PN-VYBR2,camea-PN-VY,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-MO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-BO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-KO,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_PM-MHJA,camea-PM-JA,2019-12-31T23:40:00.000Z,2019-12-31T23:45:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-KO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-ST,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-OT,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_PP-ROJP,camea-LO_PP-JP,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-HR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VK-HRUP,camea-BC_VK-UP,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VK-MOKO,camea-BC_VK-MO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-BO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-BR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_AL-STPL,camea-BC_AL-PL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PM-MHJA,camea-PM-JA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,1
camea-BC_ST-RABA,camea-ST-RA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_EU-KTOT,camea-BC_EU-KT,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_ST-RABA,camea-ST-BA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PP-ROJP,camea-BC_PP-RO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PN-VYBR2,camea-PN-VY,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PM-MHJA,camea-PM-MH,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_ZA-KLBO,camea-BC_ZA-KL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_KO-LEPR,camea-BC_KO-LE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VR-ST,camea-VR-VY,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-AR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_NM-CEKV,camea-BC_NM-CE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PN-VYBR,camea-PN-VY,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-VL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,2
camea-BC_KO-LEPR,camea-BC_KO-PR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-KU,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_CB-CHTU,camea-LO_CB-TU,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VR-ST,camea-VR-ST,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SH-SEKU,camea-BC_SH-SE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-NP,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-PV,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PN-VYBR,camea-PN-BR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_JG-PNPC,camea-BC_JG-PN,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_JG-PNPC,camea-BC_JG-PC,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_CB-CHTU,camea-BC_CB-CH,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_HY-WINP,camea-BC_HY-WI,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,1
camea-BC_KR-RAZB,camea-BC_KR-RA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VS-CE,camea-BC_VS-CE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_KR-RAZB,camea-BC_KR-ZB,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_VF-ARUE,camea-BC_VF-UE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_NM-CEKV,camea-BC_NM-KV,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-VI,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_TL-TRHO,camea-TL-HO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_TL-TRHO,camea-TL-TR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_DS-KJVL,camea-BC_DS-KJ,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_NS-PAVL,camea-LO_NS-VL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_MB-PRVI,camea-BC_MB-PR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_NS-PAVL,camea-BC_NS-PA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_CL-PVLI,camea-BC_CL-LI,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-ND,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-ZL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_AT-STLA,camea-BC_AT-ST,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_KA-KMML,camea-BC_KA-KM,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_RN-JK,camea-RN-KA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-VO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_SN-NDKM,camea-BC_SN-KM,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_RN-JK,camea-RN-JO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-HL,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-CE,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-ML,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_AT-STLA,camea-BC_AT-LA,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2019-12-31T23:45:00.000Z,2019-12-31T23:50:00.000Z,
camea-BC_KA-KMML,camea-BC_KA-KM,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_KA-KMML,camea-BC_KA-ML,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,2
camea-BC_AT-STLA,camea-BC_AT-LA,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_SU-KRKA,camea-SU-KR,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_PT-ZOVO,camea-BC_PT-ZO,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-ZL,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,
camea-BC_HZ-CE,camea-BC_HZ-HL,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HO,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,
camea-BC_SU-KRKA,camea-SU-KA,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_HZ-CE,camea-BC_HZ-CE,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_BS-BMZL,camea-BC_BS-BM,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,
camea-BC_SN-NDKM,camea-BC_SN-KM,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_RN-JK,camea-RN-JO,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_RN-JK,camea-RN-KA,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
camea-BC_KJ-HRHO,camea-KJ-HR,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,
camea-BC_AT-STLA,camea-BC_AT-ST,2019-12-31T23:50:00.000Z,2019-12-31T23:55:00.000Z,0
